TimeStamp,Unit,,,TimeStamp,,Values_60
16:32:27.308 -> 50.8,kPa,,,32:27.3,->,50.8
16:32:27.402 -> 50.8,kPa,,,32:27.4,->,50.8
16:32:27.496 -> 52.8,kPa,,,32:27.5,->,52.8
16:32:27.589 -> 50.8,kPa,,,32:27.6,->,50.8
16:32:27.684 -> 52.8,kPa,,,32:27.7,->,52.8
16:32:27.793 -> 52.8,kPa,,,32:27.8,->,52.8
16:32:27.887 -> 52.8,kPa,,,32:27.9,->,52.8
16:32:27.981 -> 52.8,kPa,,,32:28.0,->,52.8
16:32:28.074 -> 50.8,kPa,,,32:28.1,->,50.8
16:32:28.168 -> 52.8,kPa,,,32:28.2,->,52.8
16:32:28.309 -> 52.8,kPa,,,32:28.3,->,52.8
16:32:28.402 -> -1.9,kPa,,,32:28.4,->,-1.9
16:32:28.496 -> 0.0,kPa,,,32:28.5,->,0
16:32:28.590 -> 0.0,kPa,,,32:28.6,->,0
16:32:28.684 -> 0.0,kPa,,,32:28.7,->,0
16:32:28.809 -> 0.0,kPa,,,32:28.8,->,0
16:32:28.876 -> -1.9,kPa,,,32:28.9,->,-1.9
16:32:29.014 -> -1.9,kPa,,,32:29.0,->,-1.9
16:32:29.108 -> 0.0,kPa,,,32:29.1,->,0
16:32:29.202 -> -1.9,kPa,,,32:29.2,->,-1.9
16:32:29.297 -> 0.0,kPa,,,32:29.3,->,0
16:32:29.390 -> 0.0,kPa,,,32:29.4,->,0
16:32:29.484 -> 0.0,kPa,,,32:29.5,->,0
