TimeStamp,,,,TimeStamp,,Values_At_45
17:21:20.256 -> 78.2210.00,,,,21:20.3,->,78.2210.00
17:21:20.351 -> 78.2209.00,,,,21:20.4,->,78.2209.00
17:21:20.445 -> 76.2210.00,,,,21:20.4,->,76.2210.00
17:21:20.543 -> 78.2208.00,,,,21:20.5,->,78.2208.00
17:21:20.636 -> 74.3209.00,,,,21:20.6,->,74.3209.00
17:21:20.731 -> 76.2210.00,,,,21:20.7,->,76.2210.00
17:21:20.826 -> 78.2210.00,,,,21:20.8,->,78.2210.00
17:21:20.920 -> 78.2211.00,,,,21:20.9,->,78.2211.00
17:21:21.016 -> 80.1210.00,,,,21:21.0,->,80.1210.00
17:21:21.112 -> 78.2211.00,,,,21:21.1,->,78.2211.00
17:21:21.255 -> 80.1210.00,,,,21:21.3,->,80.1210.00
17:21:21.349 -> 78.2211.00,,,,21:21.3,->,78.2211.00
17:21:21.429 -> 80.1211.00,,,,21:21.4,->,80.1211.00
17:21:21.523 -> 80.1210.00,,,,21:21.5,->,80.1210.00
17:21:21.649 -> 78.2210.00,,,,21:21.6,->,78.2210.00
17:21:21.746 -> 78.2210.00,,,,21:21.7,->,78.2210.00
17:21:21.840 -> 78.2210.00,,,,21:21.8,->,78.2210.00
17:21:21.968 -> 78.2210.00,,,,21:22.0,->,78.2210.00
17:21:22.063 -> 78.2210.00,,,,21:22.1,->,78.2210.00
17:21:22.159 -> 78.2210.00,,,,21:22.2,->,78.2210.00
17:21:22.254 -> 78.2210.00,,,,21:22.3,->,78.2210.00
17:21:22.349 -> 78.2209.00,,,,21:22.3,->,78.2209.00
17:21:22.444 -> 76.2209.00,,,,21:22.4,->,76.2209.00
17:21:22.538 -> 76.2210.00,,,,21:22.5,->,76.2210.00
17:21:22.634 -> 78.2210.00,,,,21:22.6,->,78.2210.00
17:21:22.776 -> 78.2210.00,,,,21:22.8,->,78.2210.00
17:21:22.870 -> 78.2209.00,,,,21:22.9,->,78.2209.00
17:21:22.964 -> 76.2210.00,,,,21:23.0,->,76.2210.00
17:21:23.059 -> 78.2209.00,,,,21:23.1,->,78.2209.00
17:21:23.154 -> 76.2209.00,,,,21:23.2,->,76.2209.00
17:21:23.249 -> 76.2209.00,,,,21:23.2,->,76.2209.00
17:21:23.344 -> 76.2209.00,,,,21:23.3,->,76.2209.00
17:21:23.471 -> 76.2209.00,,,,21:23.5,->,76.2209.00
17:21:23.567 -> 76.2209.00,,,,21:23.6,->,76.2209.00
17:21:23.662 -> 76.2210.00,,,,21:23.7,->,76.2210.00
17:21:23.773 -> 78.2210.00,,,,21:23.8,->,78.2210.00
17:21:23.867 -> 78.2210.00,,,,21:23.9,->,78.2210.00
17:21:23.963 -> 78.2209.00,,,,21:24.0,->,78.2209.00
17:21:24.057 -> 76.2210.00,,,,21:24.1,->,76.2210.00
17:21:24.154 -> 78.2210.00,,,,21:24.2,->,78.2210.00
17:21:24.296 -> 78.2210.00,,,,21:24.3,->,78.2210.00
17:21:24.391 -> 78.2211.00,,,,21:24.4,->,78.2211.00
17:21:24.486 -> 80.1211.00,,,,21:24.5,->,80.1211.00
17:21:24.571 -> 80.1210.00,,,,21:24.6,->,80.1210.00
17:21:24.664 -> 78.2211.00,,,,21:24.7,->,78.2211.00
17:21:24.757 -> 80.1210.00,,,,21:24.8,->,80.1210.00
17:21:24.898 -> 78.2210.00,,,,21:24.9,->,78.2210.00
17:21:24.993 -> 78.2210.00,,,,21:25.0,->,78.2210.00
17:21:25.089 -> 78.2209.00,,,,21:25.1,->,78.2209.00
17:21:25.184 -> 76.2209.00,,,,21:25.2,->,76.2209.00
17:21:25.280 -> 76.2210.00,,,,21:25.3,->,76.2210.00
17:21:25.374 -> 78.2210.00,,,,21:25.4,->,78.2210.00
17:21:25.470 -> 78.2210.00,,,,21:25.5,->,78.2210.00
17:21:25.598 -> 78.2210.00,,,,21:25.6,->,78.2210.00
17:21:25.679 -> 78.2210.00,,,,21:25.7,->,78.2210.00
17:21:25.774 -> 78.2210.00,,,,21:25.8,->,78.2210.00
17:21:25.869 -> 78.2210.00,,,,21:25.9,->,78.2210.00
17:21:26.013 -> 78.2210.00,,,,21:26.0,->,78.2210.00
17:21:26.108 -> 78.2210.00,,,,21:26.1,->,78.2210.00
17:21:26.207 -> 78.2209.00,,,,21:26.2,->,78.2209.00
17:21:26.299 -> 76.2209.00,,,,21:26.3,->,76.2209.00
17:21:26.394 -> 76.2210.00,,,,21:26.4,->,76.2210.00
17:21:26.474 -> 78.2210.00,,,,21:26.5,->,78.2210.00
17:21:26.617 -> 78.2210.00,,,,21:26.6,->,78.2210.00
17:21:26.711 -> 78.2210.00,,,,21:26.7,->,78.2210.00
17:21:26.806 -> 78.2210.00,,,,21:26.8,->,78.2210.00
17:21:26.901 -> 78.2210.00,,,,21:26.9,->,78.2210.00
17:21:26.997 -> 78.2210.00,,,,21:27.0,->,78.2210.00
17:21:27.077 -> 78.2211.00,,,,21:27.1,->,78.2211.00
17:21:27.205 -> 80.1211.00,,,,21:27.2,->,80.1211.00
17:21:27.301 -> 80.1211.00,,,,21:27.3,->,80.1211.00
17:21:27.395 -> 80.1210.00,,,,21:27.4,->,80.1210.00
17:21:27.494 -> 78.2211.00,,,,21:27.5,->,78.2211.00
17:21:27.586 -> 80.1211.00,,,,21:27.6,->,80.1211.00
17:21:27.730 -> 80.1210.00,,,,21:27.7,->,80.1210.00
17:21:27.825 -> 78.2211.00,,,,21:27.8,->,78.2211.00
17:21:27.919 -> 80.1210.00,,,,21:27.9,->,80.1210.00
17:21:28.014 -> 78.2210.00,,,,21:28.0,->,78.2210.00
17:21:28.095 -> 78.2210.00,,,,21:28.1,->,78.2210.00
17:21:28.191 -> 78.2210.00,,,,21:28.2,->,78.2210.00
17:21:28.332 -> 78.2211.00,,,,21:28.3,->,78.2211.00
17:21:28.428 -> 80.1210.00,,,,21:28.4,->,80.1210.00
17:21:28.521 -> 78.2210.00,,,,21:28.5,->,78.2210.00
17:21:28.618 -> 78.2211.00,,,,21:28.6,->,78.2211.00
17:21:28.701 -> 80.1210.00,,,,21:28.7,->,80.1210.00
17:21:28.794 -> 78.2209.00,,,,21:28.8,->,78.2209.00
17:21:28.938 -> 76.2209.00,,,,21:28.9,->,76.2209.00
17:21:29.032 -> 76.2209.00,,,,21:29.0,->,76.2209.00
17:21:29.126 -> 76.2210.00,,,,21:29.1,->,76.2210.00
17:21:29.220 -> 78.2210.00,,,,21:29.2,->,78.2210.00
17:21:29.319 -> 78.2210.00,,,,21:29.3,->,78.2210.00
17:21:29.411 -> 78.2209.00,,,,21:29.4,->,78.2209.00
17:21:29.508 -> 76.2210.00,,,,21:29.5,->,76.2210.00
17:21:29.601 -> 78.2210.00,,,,21:29.6,->,78.2210.00
17:21:29.729 -> 78.2210.00,,,,21:29.7,->,78.2210.00
17:21:29.824 -> 78.2210.00,,,,21:29.8,->,78.2210.00
17:21:29.919 -> 78.2210.00,,,,21:29.9,->,78.2210.00
17:21:30.013 -> 78.2211.00,,,,21:30.0,->,78.2211.00
17:21:30.109 -> 80.1212.00,,,,21:30.1,->,80.1212.00
17:21:30.206 -> 82.1212.00,,,,21:30.2,->,82.1212.00
17:21:30.360 -> 82.1212.00,,,,21:30.4,->,82.1212.00
17:21:30.443 -> 82.1211.00,,,,21:30.4,->,82.1211.00
17:21:30.538 -> 80.1210.00,,,,21:30.5,->,80.1210.00
17:21:30.633 -> 78.2210.00,,,,21:30.6,->,78.2210.00
17:21:30.729 -> 78.2210.00,,,,21:30.7,->,78.2210.00
17:21:30.823 -> 78.2210.00,,,,21:30.8,->,78.2210.00
17:21:30.918 -> 78.2210.00,,,,21:30.9,->,78.2210.00
17:21:31.065 -> 78.2210.00,,,,21:31.1,->,78.2210.00
17:21:31.157 -> 78.2210.00,,,,21:31.2,->,78.2210.00
17:21:31.252 -> 78.2211.00,,,,21:31.3,->,78.2211.00
17:21:31.347 -> 80.1211.00,,,,21:31.3,->,80.1211.00
17:21:31.443 -> 80.1210.00,,,,21:31.4,->,80.1210.00
17:21:31.538 -> 78.2210.00,,,,21:31.5,->,78.2210.00
17:21:31.633 -> 78.2211.00,,,,21:31.6,->,78.2211.00
17:21:31.727 -> 80.1211.00,,,,21:31.7,->,80.1211.00
17:21:31.869 -> 80.1209.00,,,,21:31.9,->,80.1209.00
17:21:31.963 -> 76.2209.00,,,,21:32.0,->,76.2209.00
17:21:32.059 -> 76.2209.00,,,,21:32.1,->,76.2209.00
17:21:32.153 -> 76.2208.00,,,,21:32.2,->,76.2208.00
17:21:32.249 -> 74.3209.00,,,,21:32.2,->,74.3209.00
17:21:32.361 -> 76.2210.00,,,,21:32.4,->,76.2210.00
17:21:32.456 -> 78.2210.00,,,,21:32.5,->,78.2210.00
17:21:32.550 -> 78.2210.00,,,,21:32.6,->,78.2210.00
17:21:32.646 -> 78.2211.00,,,,21:32.6,->,78.2211.00
17:21:32.740 -> 80.1211.00,,,,21:32.7,->,80.1211.00
17:21:32.835 -> 80.1211.00,,,,21:32.8,->,80.1211.00
17:21:32.979 -> 80.1211.00,,,,21:33.0,->,80.1211.00
17:21:33.059 -> 80.1212.00,,,,21:33.1,->,80.1212.00
17:21:33.153 -> 82.1212.00,,,,21:33.2,->,82.1212.00
17:21:33.249 -> 82.1211.00,,,,21:33.2,->,82.1211.00
17:21:33.377 -> 80.1210.00,,,,21:33.4,->,80.1210.00
17:21:33.440 -> 78.2210.00,,,,21:33.4,->,78.2210.00
17:21:33.544 -> 78.2210.00,,,,21:33.5,->,78.2210.00
17:21:33.677 -> 78.2211.00,,,,21:33.7,->,78.2211.00
17:21:33.772 -> 80.1210.00,,,,21:33.8,->,80.1210.00
17:21:33.866 -> 78.2211.00,,,,21:33.9,->,78.2211.00
17:21:33.977 -> 80.1210.00,,,,21:34.0,->,80.1210.00
17:21:34.072 -> 78.2210.00,,,,21:34.1,->,78.2210.00
17:21:34.167 -> 78.2210.00,,,,21:34.2,->,78.2210.00
17:21:34.250 -> 78.2210.00,,,,21:34.3,->,78.2210.00
17:21:34.388 -> 78.2209.00,,,,21:34.4,->,78.2209.00
17:21:34.450 -> 76.2210.00,,,,21:34.4,->,76.2210.00
17:21:34.602 -> 78.2210.00,,,,21:34.6,->,78.2210.00
17:21:34.657 -> 78.2209.00,,,,21:34.7,->,78.2209.00
17:21:34.798 -> 76.2209.00,,,,21:34.8,->,76.2209.00
17:21:34.894 -> 76.2209.00,,,,21:34.9,->,76.2209.00
17:21:34.990 -> 76.2209.00,,,,21:35.0,->,76.2209.00
17:21:35.090 -> 76.2209.00,,,,21:35.1,->,76.2209.00
17:21:35.182 -> 76.2210.00,,,,21:35.2,->,76.2210.00
17:21:35.262 -> 78.2210.00,,,,21:35.3,->,78.2210.00
17:21:35.405 -> 78.2210.00,,,,21:35.4,->,78.2210.00
17:21:35.500 -> 78.2211.00,,,,21:35.5,->,78.2211.00
17:21:35.595 -> 80.1211.00,,,,21:35.6,->,80.1211.00
17:21:35.664 -> 80.1211.00,,,,21:35.7,->,80.1211.00
17:21:35.803 -> 80.1211.00,,,,21:35.8,->,80.1211.00
17:21:35.896 -> 80.1211.00,,,,21:35.9,->,80.1211.00
17:21:35.976 -> 80.1210.00,,,,21:36.0,->,80.1210.00
17:21:36.072 -> 78.2210.00,,,,21:36.1,->,78.2210.00
17:21:36.199 -> 78.2209.00,,,,21:36.2,->,78.2209.00
17:21:36.295 -> 76.2208.00,,,,21:36.3,->,76.2208.00
17:21:36.405 -> 74.3209.00,,,,21:36.4,->,74.3209.00
17:21:36.500 -> 76.2210.00,,,,21:36.5,->,76.2210.00
17:21:36.599 -> 78.2210.00,,,,21:36.6,->,78.2210.00
17:21:36.690 -> 78.2210.00,,,,21:36.7,->,78.2210.00
17:21:36.784 -> 78.2210.00,,,,21:36.8,->,78.2210.00
17:21:36.879 -> 78.2211.00,,,,21:36.9,->,78.2211.00
17:21:37.006 -> 80.1211.00,,,,21:37.0,->,80.1211.00
17:21:37.085 -> 80.1210.00,,,,21:37.1,->,80.1210.00
17:21:37.196 -> 78.2210.00,,,,21:37.2,->,78.2210.00
17:21:37.290 -> 78.2210.00,,,,21:37.3,->,78.2210.00
17:21:37.384 -> 78.2208.00,,,,21:37.4,->,78.2208.00
17:21:37.526 -> 74.3208.00,,,,21:37.5,->,74.3208.00
17:21:37.574 -> 74.3208.00,,,,21:37.6,->,74.3208.00
17:21:37.716 -> 74.3207.00,,,,21:37.7,->,74.3207.00
17:21:37.810 -> 72.3207.00,,,,21:37.8,->,72.3207.00
17:21:37.904 -> 72.3208.00,,,,21:37.9,->,72.3208.00
17:21:37.999 -> 74.3208.00,,,,21:38.0,->,74.3208.00
17:21:38.094 -> 74.3210.00,,,,21:38.1,->,74.3210.00
17:21:38.189 -> 78.2210.00,,,,21:38.2,->,78.2210.00
17:21:38.330 -> 78.2210.00,,,,21:38.3,->,78.2210.00
17:21:38.424 -> 78.2210.00,,,,21:38.4,->,78.2210.00
17:21:38.486 -> 78.2209.00,,,,21:38.5,->,78.2209.00
17:21:38.627 -> 76.2210.00,,,,21:38.6,->,76.2210.00
17:21:38.721 -> 78.2210.00,,,,21:38.7,->,78.2210.00
17:21:38.816 -> 78.2211.00,,,,21:38.8,->,78.2211.00
17:21:38.909 -> 80.1,,,,21:38.9,->,80.1
